restaurant_name,dish_name,category,price
Red Cat Kitchen,Blackened Swordfish,seafood,36
Red Cat Kitchen,Broiled Chatham Codfish,seafood,32
State Road,Clam Chowder,chowder,15
State Road,State Road Burger,burger,24
State Road,Pan Roasted Halibut,seafood,42
State Road,Fried Chicken,fried chicken,32
State Road,Brussels Sprouts,apps,14
The Covington,Our Bread Service,apps,2
The Covington,House Giardiniera,apps,12
The Covington,Sweet & Spicy Cucumbers,apps,15
The Covington,Smoked Eggplant Dip,apps,16
The Covington,Baked Cheese,apps,20
The Covington,Toast,apps,22
The Covington,Caesar Salad,salad,20
The Covington,Farmstand Salad,salad,20
The Covington,Smoked Beets,salad,22
The Covington,Three Sisters,apps,26
The Covington,Clams & Sausage,apps,30
The Covington,Sweet Potato Gnocchi,pasta,40
The Covington,Mushroom Ragu,pasta,40
The Covington,Bolognese,pasta,42
The Covington,Shrimp Piperade,entree,42
The Covington,Nova Scotia Halibut,seafood,52
The Covington,Pork Chop,entree,60
The Covington,NY Striploin,entree,76
The Covington,Honey Pie,apps,16
The Covington,Strawberry-Basil Sorbet,apps,12
The Covington,Chocolate Cake,apps,16
The Sweet Life Café,Pan Roasted Halibut,seafood,42
The Sweet Life Café,Duck Confit,entree,38
The Sweet Life Café,Beef Tenderloin,entree,48
The Sweet Life Café,Lobster Risotto,entree,44
The Sweet Life Café,Roasted Chicken,fried chicken,32
Rockfish,Clam Chowder,chowder,15
Rockfish,Tomato Soup,apps,11
Rockfish,Buffalo Fried Cauliflower,apps,20
Rockfish,Truffle Risotto Balls,apps,21
Rockfish,Fried Calamari,apps,21
Rockfish,Burrata,apps,23
Rockfish,PEI Mussels,apps,23
Rockfish,Crab Cakes,apps,25
Rockfish,Tuna Poke Nachos,apps,26
Rockfish,Tuscan Style Jumbo Wings,wings,26
Rockfish,Hand Cut Fries,fries,15
Rockfish,Truffle Fries w/ Shaved Cheese,fries,19
Rockfish,Caesar Salad,salad,20
Rockfish,Cobb Salad,salad,23
Rockfish,Roasted Golden Beet,salad,22
Rockfish,Greens,salad,16
Rockfish,Classic Pizza,pizza,23
Rockfish,Italian Pizza,pizza,26
Rockfish,BBQ Chicken Pizza,pizza,26
Rockfish,Margherita Pizza,pizza,23
Rockfish,Prosciutto & Arugula,pizza,26
Rockfish,Veggie Pizza,pizza,25
Rockfish,White Pizza,pizza,26
Rockfish,Chicken Bacon Ranch,pizza,26
Rockfish,Oven Roasted Cod,seafood,40
Rockfish,Asparagus Risotto,pasta,33
Rockfish,Mac-n-Cheese,pasta,31
Rockfish,Chicken Pot Pie,entree,32
Rockfish,Lobster Pot Pie,entree,48
Rockfish,Fish & Chips,seafood,32
Rockfish,Whole Belly Clam Plate,seafood,35
Rockfish,Cheeseburger & Fries,burger,25
Rockfish,Surf-n-Turf Burger,burger,40
Rockfish,Chef's Special Burger,burger,25
Rockfish,Jumbo Lobster Roll,lobster roll,39
Rockfish,Sautéed Lobster Roll,lobster roll,40
Rockfish,Fish Sandwich,seafood,20
Rockfish,Hot Dog,sandwich,19
Rockfish,Chicken Bahn Mi,sandwich,22
Rockfish,Short Rib Grilled Cheese,sandwich,26
Rockfish,Plain Cheese,sandwich,20
Rockfish,Lobster Grilled Cheese,lobster roll,35
Rockfish,Crispy Chicken Pesto Cutlet,sandwich,23
Rockfish,Seared Cod Taco,taco,23
Rockfish,Short Rib Taco,taco,26
Rockfish,Sautéed Lobster Taco,taco,33
Rockfish,Veggie Taco,taco,21
Rockfish,Blackened Shrimp Taco,taco,20
Rockfish,Crab Cake Sandwich,sandwich,26
Rockfish,12 oz Kobe Style Flat Iron,entree,66
Rockfish,Guinness Braised Short Rib,entree,40
Rockfish,Pan Seared Filet Mignon,entree,58
Rockfish,Chicken Pesto,pasta,39
Rockfish,Bolognese,pasta,38
Rockfish,Halibut,seafood,49
Sharky's Cantina,Street Corn Battered Fried Shrimp,apps,12.99
Sharky's Cantina,The Vegadilla,apps,15.99
Sharky's Cantina,The BLT Quesadilla,apps,13.99
Sharky's Cantina,Grilled Chicken Bacon Ranch Quesadilla,apps,15.99
Sharky's Cantina,Quansoo BBQ Quesadilla,apps,14.99
Sharky's Cantina,Cheeseburger Quesadilla,apps,14.99
Sharky's Cantina,Fajita-dilla,apps,16.99
Sharky's Cantina,Double Cheeseburger Chimi,burger,17.99
Sharky's Cantina,Build-Ur-Own Chicken Sammie,sandwich,12.99
Sharky's Cantina,Corona Cod Sandwich,seafood,15.99
Wolf's Den Pizzeria,Cheese Pizza,pizza,10.99
Wolf's Den Pizzeria,Meat Lover Pizza,pizza,15.99
Wolf's Den Pizzeria,Big Bad Wolf Pizza,pizza,15.99
Wolf's Den Pizzeria,Brazilian Pizza,pizza,15.99
Wolf's Den Pizzeria,Islander Pizza,pizza,14.99
Wolf's Den Pizzeria,House White Pizza,pizza,13.99
Wolf's Den Pizzeria,House Pesto Pizza,pizza,14.99
Wolf's Den Pizzeria,BLT Pizza,pizza,15.99
Wolf's Den Pizzeria,Chicken Caesar Pizza,pizza,15.99
Wolf's Den Pizzeria,Steak Bomb Pizza,pizza,15.99
Wolf's Den Pizzeria,Shrimp Scampi Pizza,pizza,17.99
Wolf's Den Pizzeria,Big Mac Pizza,pizza,15.99
Wolf's Den Pizzeria,BBQ Chicken Pizza,pizza,14.99
Wolf's Den Pizzeria,Buffalo Chicken Pizza,pizza,13.99
Wolf's Den Pizzeria,Thai Chicken Pizza,pizza,14.99
Wolf's Den Pizzeria,Veggie Lover Pizza,pizza,15.99
Wolf's Den Pizzeria,Mediterranean Pizza,pizza,15.99
Wolf's Den Pizzeria,The Binnacle Pizza,pizza,13.99
Wolf's Den Pizzeria,Mozzarella Sticks,apps,8.49
Wolf's Den Pizzeria,Chicken Fingers,tendys,10.99
Wolf's Den Pizzeria,Buffalo Wings,wings,11.99
Wolf's Den Pizzeria,Plain Chicken Wings,wings,9.99
Wolf's Den Pizzeria,French Fries,fries,4.99
Wolf's Den Pizzeria,Onion Rings,apps,6.99
Wolf's Den Pizzeria,The Den Salad,salad,11.99
Wolf's Den Pizzeria,House Salad,salad,8.49
Wolf's Den Pizzeria,Classic Caesar Salad,salad,8.99
Wolf's Den Pizzeria,Four Cheese Calzone,entree,11.99
Wolf's Den Pizzeria,Pesto Calzone,entree,12.99
Wolf's Den Pizzeria,Italian Calzone,entree,13.49
Wolf's Den Pizzeria,Meat Lover Calzone,entree,14.49
Wolf's Den Pizzeria,Sliced Meatball Sandwich,sandwich,10.99
Wolf's Den Pizzeria,Chicken Parm Sandwich,sandwich,10.99
Wolf's Den Pizzeria,Eggplant Parm Sandwich,sandwich,10.99
Wolf's Den Pizzeria,Rare Roast Beef Grinder,sandwich,10.99
Wolf's Den Pizzeria,Turkey Grinder,sandwich,9.99
Wolf's Den Pizzeria,Ham Grinder,sandwich,9.99
Wolf's Den Pizzeria,Italian Grinder,sandwich,10.99
Wolf's Den Pizzeria,BLT Grinder,sandwich,9.99
Wolf's Den Pizzeria,Pesto Veggie Grinder,sandwich,9.99
Wolf's Den Pizzeria,Steak & Cheese Philly,sandwich,10.48
Wolf's Den Pizzeria,Chicken & Cheese Philly,sandwich,10.48
Wolf's Den Pizzeria,Angus Burger,burger,9.99
Wolf's Den Pizzeria,Crispy Chicken Sandwich,sandwich,10.99
Wolf's Den Pizzeria,PF Brazilian Dish,entree,17.00
Wolf's Den Pizzeria,Coxinha,apps,5.00
Wolf's Den Pizzeria,Pastel,apps,6.00
Ocean Club,Za'atar Crusted Focaccia,apps,6
Ocean Club,Shrimp Cocktail,apps,28
Ocean Club,Armenian Mezze Plate,apps,22
Ocean Club,Jumbo Lump Crab Cake,apps,38
Ocean Club,Cheese Plate,apps,24
Ocean Club,Brandade Croquettes,apps,17
Ocean Club,The Ocean Club Wedge Salad,salad,19
Ocean Club,Roasted Beets,salad,17
Ocean Club,Petit Salad,salad,18
Ocean Club,Sicilian Style Anchovy Pasta,pasta,30
Ocean Club,Rigatoni Bolognese,pasta,35
Ocean Club,Penne alla Vodka,pasta,52
Ocean Club,Cassoulet,entree,55
Ocean Club,Prime Brandt Steak Frites,entree,69
Ocean Club,Braised Short Rib,entree,42
Ocean Club,Halibut Piccata,seafood,52
Catboat,Egg & Cheese,breakfast sandwich,7
Catboat,Sausage Egg & Cheese,breakfast sandwich,9
Catboat,Lebanese,breakfast sandwich,14
Catboat,Labneh,sandwich,12
Catboat,Falafel,sandwich,16
Catboat,Beef Kafta,sandwich,16
Catboat,Chicken Shawarma,sandwich,16
Catboat,Fattoush,salad,12
Catboat,Avocado Zaatar,salad,14
Catboat,Tabbouleh,salad,13
Nat's Nook,Egg & Cheese,breakfast sandwich,10
Nat's Nook,Eggs & Cheese with Bacon Ham or Sausage,breakfast sandwich,12
Nat's Nook,Yogurt & Honey Crepe,breakfast,13
Nat's Nook,Yogurt & Honey Crepe (with both fruits),breakfast,14
Nat's Nook,Eggs Goat Cheese & Spinach Crepe,breakfast,13
Nat's Nook,Eggs Swiss Mushroom & Spinach Crepe,breakfast,13
Nat's Nook,Eggs & Feta with Avocado Crepe,breakfast,13
Nat's Nook,Nutella Crepe,breakfast,13
Nat's Nook,Nutella Crepe (with extra fruit),breakfast,14
Nat's Nook,Yogurt & Fruit Crepe,breakfast,13
Nat's Nook,Yogurt & Fruit Crepe (with both fruits),breakfast,14
Nat's Nook,Lemon Blossom Crepe,breakfast,14
Nat's Nook,S'mores Crepe,breakfast,13
Nat's Nook,Apple Butter Crepe,breakfast,13
Nat's Nook,Butter Cinnamon Sugar Crepe,breakfast,13
Nat's Nook,Ham & Swiss Crepe with Spinach,breakfast,15
Nat's Nook,Turkey Cheddar Tomato Crepe,breakfast,15
Nat's Nook,Chicken Breast Havarti Avocado Pesto Crepe,breakfast,16
Nat's Nook,Southwest Chicken Crepe,breakfast,16
Nat's Nook,Greek Crepe,breakfast,16
Nat's Nook,Avocado Tomato Goat Cheese Crepe,breakfast,16
Nat's Nook,Club Crepe,breakfast,16
Nat's Nook,BLT Crepe,breakfast,12
Nat's Nook,Veggie Cream Cheese Bacon Bagel,breakfast sandwich,10
Nat's Nook,Cream Cheese Tomato Avocado Bagel,breakfast sandwich,10
Nat's Nook,Veggie Cream Cheese Tomato Arugula Bagel,breakfast sandwich,10
Nat's Nook,Ham Swiss Honey Mustard Bagel,breakfast sandwich,10
Nat's Nook,Hummus Cucumber Avocado Bagel,breakfast sandwich,10
Nat's Nook,Sausage Cheddar Mushroom Bagel,breakfast sandwich,10
Nat's Nook,Salmon Bagel,breakfast sandwich,13
The Maker,Charred Brussels Sprouts,apps,18
The Maker,Angus Beef Meatballs,apps,22
The Maker,Shawarma Spiced Carrots,apps,16
The Maker,Smashed Duck Fat Potatoes,apps,12
The Maker,Whipped Herbed Burrata,apps,22
The Maker,Caesar Salad,salad,17
The Maker,Baby Spinach Salad,salad,19
The Maker,Faroe Island Salmon,seafood,38
The Maker,Coq Au Vin,entree,34
The Maker,The Maker Burger,burger,25
The Maker,Lumache,pasta,33
The Maker,Bucatini,pasta,36
The Maker,Tagliolini,pasta,32
The Maker,Lasagne,pasta,22
The Barn Bowl & Bistro,Bacon Cheeseburger Sliders,burger,19
The Barn Bowl & Bistro,Bang Bang Cauliflower,apps,14
The Barn Bowl & Bistro,Queso Fundido,apps,16
The Barn Bowl & Bistro,Lemon Pepper Chicken Wings,wings,18
The Barn Bowl & Bistro,Crab Cakes,apps,18
The Barn Bowl & Bistro,Barn Mussels,apps,24
The Barn Bowl & Bistro,Shrimp Tempura,apps,19
The Barn Bowl & Bistro,House-Cut Onion Rings,apps,12
The Barn Bowl & Bistro,Chicken Lemongrass Potstickers,apps,13
The Barn Bowl & Bistro,Balsamic Bruschetta,apps,18
The Barn Bowl & Bistro,Bacon Brussels Sprouts,apps,18
The Barn Bowl & Bistro,Crispy Calamari,apps,18
The Barn Bowl & Bistro,Garlic Naan w/ Curry Sauce,apps,12
The Barn Bowl & Bistro,Pork Ribs,apps,17
The Barn Bowl & Bistro,Crispy Fish Bites,seafood,19
The Barn Bowl & Bistro,Brazilian Steak Skewers,apps,26
The Barn Bowl & Bistro,Southwest Chicken Egg Rolls,apps,13
The Barn Bowl & Bistro,Artichoke & Spinach Dip,apps,19
The Barn Bowl & Bistro,Barn Classic Hamburger,burger,21
The Barn Bowl & Bistro,Beyond Burger,burger,23
The Barn Bowl & Bistro,Prosciutto & Fig Pizza,pizza,23
The Barn Bowl & Bistro,Hawaiian Pizza,pizza,21
The Barn Bowl & Bistro,BBQ Chicken Pizza,pizza,20
The Barn Bowl & Bistro,Shortrib & Mushroom Pizza,pizza,23
The Barn Bowl & Bistro,Meat Supreme Pizza,pizza,22
The Barn Bowl & Bistro,Chicken Parmesan Pizza,pizza,21
The Barn Bowl & Bistro,Chicken Bacon Ranch Pizza,pizza,21
The Barn Bowl & Bistro,Wild Mushroom & Truffle Pizza,pizza,22
The Barn Bowl & Bistro,Brazilian Catupiry Pizza,pizza,22
The Barn Bowl & Bistro,Artichoke & Spinach Pizza,pizza,22
The Barn Bowl & Bistro,Plain Cheese Pizza,pizza,12
The Barn Bowl & Bistro,Classic Caesar,salad,15
The Barn Bowl & Bistro,Taco Salad,salad,26
The Barn Bowl & Bistro,Apple Cranberry Salad,salad,19
The Barn Bowl & Bistro,Brussels & Kale,salad,18
The Barn Bowl & Bistro,Red Pesto Gnocchi,pasta,23
The Barn Bowl & Bistro,The Barn's Famous Curry,entree,26
The Barn Bowl & Bistro,Barn Burrito Bowl,entree,27
The Barn Bowl & Bistro,Chicken Parmesan,entree,28
The Barn Bowl & Bistro,General Tso Chicken,fried chicken,26
The Barn Bowl & Bistro,Ahi Tuna Poke Bowl,pokebowl,28
The Barn Bowl & Bistro,Brown Sugar Steak Tips,entree,28
The Barn Bowl & Bistro,Bourbon Street Pasta,pasta,24
The Barn Bowl & Bistro,Grilled Sirloin Alfredo,pasta,42
The Barn Bowl & Bistro,Baked Tilapia,seafood,28
The Barn Bowl & Bistro,Braised Beef Stew,entree,27
The Barn Bowl & Bistro,Shrimp & Lobster Pasta,pasta,42
The Barn Bowl & Bistro,Teriyaki Glazed Salmon,seafood,32
The Barn Bowl & Bistro,Chicken & Broccoli Alfredo,pasta,28
The Barn Bowl & Bistro,Braised Beef Short Rib,entree,39
The Barn Bowl & Bistro,Fig & BBQ Meatloaf,entree,29
The Barn Bowl & Bistro,Porterhouse Pork Chop,entree,28
The Barn Bowl & Bistro,BBQ Baby Back Ribs,entree,28
The Barn Bowl & Bistro,Jamaican Jerk Rice Bowl,entree,27
The Barn Bowl & Bistro,Mussels & Shrimp Fra Diavolo,pasta,26
The Barn Bowl & Bistro,Beef Lasagna,pasta,26
The Barn Bowl & Bistro,Fried Cod Filet & Chips,seafood,28
The Barn Bowl & Bistro,Fried Chicken Dinner,fried chicken,26
Winston's Kitchen,Breakfast Sandwich,breakfast sandwich,8
Winston's Kitchen,Breakfast Plate,breakfast,12
Winston's Kitchen,Breakfast Burrito,breakfast,11
Winston's Kitchen,Chicken Fajita Breakfast Wrap,breakfast,11
Winston's Kitchen,Hash Brown Patties,fries,4
Winston's Kitchen,Cape Cod Bagel,breakfast,2.75
Winston's Kitchen,Italian Sub,sandwich,15
Winston's Kitchen,Maine Italian Sub,sandwich,13
Winston's Kitchen,Spicy Italian Sub,sandwich,15
Winston's Kitchen,Veggie Italian Sub,sandwich,13
Winston's Kitchen,Turkey & Cheese Italian Sub,sandwich,14
Winston's Kitchen,Ham & Cheese Sub,sandwich,14
Winston's Kitchen,Pepperoni & Cheese Sub,sandwich,14
Winston's Kitchen,Salami & Cheese Sub,sandwich,14
Winston's Kitchen,Roast Beef & Cheese Sub,sandwich,16
Winston's Kitchen,Tuna Salad Sandwich,sandwich,12
Winston's Kitchen,Chicken Salad Sandwich,sandwich,14
Winston's Kitchen,Hummus Wrap,sandwich,13
Winston's Kitchen,Loaded Steak & Cheese,sandwich,16
Winston's Kitchen,Steak & Cheese Sub,sandwich,14
Winston's Kitchen,Fried Chicken Sandwich,sandwich,14
Winston's Kitchen,Jerk Chicken Wrap,sandwich,13
Winston's Kitchen,Jerk Chicken Sandwich,sandwich,13
Winston's Kitchen,Grilled Chicken Club,sandwich,13
Winston's Kitchen,Tzatziki Salmon Sandwich,sandwich,18
Winston's Kitchen,Pastrami & Cheese Sandwich,sandwich,13
Winston's Kitchen,BBQ Mushroom Sandwich,sandwich,11
Winston's Kitchen,BBQ Pork Sandwich,sandwich,11
Winston's Kitchen,BLT Sandwich,sandwich,12
Winston's Kitchen,Fried Cod Fish Sandwich,sandwich,12
Winston's Kitchen,Impossible Burger,burger,17
Winston's Kitchen,Cheeseburger,burger,12
Winston's Kitchen,Hot Dog,sandwich,5
Winston's Kitchen,Sweet Italian Sausage,sandwich,9
Winston's Kitchen,Meatball Parmesan Sub,sandwich,16
Winston's Kitchen,Chicken Parmesan Sub,sandwich,16
Winston's Kitchen,Eggplant Parmesan Sub,sandwich,16
Winston's Kitchen,Arancini Balls,apps,10
Winston's Kitchen,French Fries,fries,8
Winston's Kitchen,Fried Cheese Curds,apps,13
Winston's Kitchen,Fried Plantains,apps,3
Winston's Kitchen,Chicken Tenders,tendys,17
Winston's Kitchen,Chicken Nuggets & Fries,tendys,12
Winston's Kitchen,Chicken Wings,wings,20
Winston's Kitchen,Southwest Chicken Egg Rolls,apps,13
Winston's Kitchen,Mozzarella Sticks,apps,10
Winston's Kitchen,Greek Salad,salad,13
Winston's Kitchen,Garden Salad,salad,11
Winston's Kitchen,Daily Soup,chowder,9
Cozy Corner,Pizza Panini,sandwich,15.50
Cozy Corner,Balkan Panini,sandwich,16.50
Cozy Corner,Prosciutto Panini,sandwich,16.50
Cozy Corner,Angelica's Croissant,breakfast sandwich,15.50
Cozy Corner,Egg Muffin,breakfast sandwich,11.00
Cozy Corner,Ham or Turkey Croissant,breakfast sandwich,7.50
Cozy Corner,Bean and Cheese Burrito,breakfast sandwich,8.00
Cozy Corner,Egg and Cheese Burrito,breakfast sandwich,9.50
Cozy Corner,Egg Cheese and Spinach Burrito,breakfast sandwich,10.00
Cozy Corner,Egg Cheese and Mushroom Burrito,breakfast sandwich,10.00
Cozy Corner,Turkey or Ham Egg and Cheese Burrito,breakfast sandwich,10.50
Cozy Corner,Bacon or Sausage Egg and Cheese Burrito,breakfast sandwich,11.00
Cozy Corner,Southern Style Burrito,breakfast sandwich,13.00
Cozy Corner,Avocado Toast,breakfast,14.00
Cozy Corner,Smoked Salmon Toast,breakfast,17.00
Cozy Corner,Iggy's Salmon Toast,breakfast,13.00
Cozy Corner,Steak and Cheese Toast,breakfast,17.00
Cozy Corner,Sweet Toast,breakfast,13.00
Cozy Corner,Breakfast Wrap,sandwich,15.00
Cozy Corner,Waldnut Cran Chicken Wrap,sandwich,14.00
Cozy Corner,Vegan Wrap,sandwich,13.50
Cozy Corner,Turkey Tomato Wrap,sandwich,14.00
Cozy Corner,Pork Wrap,sandwich,15.50
Cozy Corner,BLT Wrap,sandwich,15.00
Dock Street,Two Eggs with Toast Meat and Home Fries,breakfast,10.50
Dock Street,Two Eggs with Toast and Home Fries,breakfast,7.95
Dock Street,Three Eggs with Toast Meat and Home Fries,breakfast,11.50
Dock Street,French Toast with Meat and Home Fries,breakfast,12.95
Dock Street,Monte Cristo Sandwich,breakfast sandwich,12.25
Dock Street,Two Eggs with Corned Beef Hash,breakfast,11.95
Dock Street,Meat Omelet with Toast and Home Fries,breakfast,10.95
Dock Street,Meat Omelet with Toast and Home Fries Large,breakfast,13.95
Dock Street,Egg Mac,breakfast sandwich,5.00
Dock Street,Bacon Egg Mac,breakfast sandwich,5.75
Dock Street,Ham Egg Mac,breakfast sandwich,5.75
Dock Street,Sausage Egg Mac,breakfast sandwich,5.75
Dock Street,Portuguese Egg Mac,breakfast sandwich,5.75
Dock Street,Hash Egg Mac,breakfast sandwich,8.50
Dock Street,Cheeseburger Deluxe,burger,8.95
Dock Street,California Burger,burger,7.95
Dock Street,Patty Melt,burger,7.95
Dock Street,Steak and Cheese Sub,sandwich,9.00
Dock Street,Turkey Melt,sandwich,8.00
Dock Street,Turkey Deluxe Sandwich,sandwich,9.50
Dock Street,Hamburger,burger,6.00
Dock Street,Cheeseburger,burger,6.75
Dock Street,Hot Dog,sandwich,5.00
Dock Street,BLT Sandwich,sandwich,7.00
Dock Street,Linguica Sandwich,sandwich,7.00
Dock Street,Grilled Cheese Sandwich,sandwich,5.50
Dock Street,Grilled Ham and Cheese Sandwich,sandwich,8.75
Dock Street,Grilled Bacon and Cheese Sandwich,sandwich,8.75
Dock Street,Tuna Melt,sandwich,9.00
Dock Street,Tuna Salad Sandwich,sandwich,8.50
Dock Street,Egg Salad Sandwich,sandwich,5.50
Dock Street,Turkey Sandwich,sandwich,8.50
Dock Street,Ham and Cheese Sandwich,sandwich,8.50
Dock Street,Hamburger Sub,sandwich,10.50
Dock Street,Cheeseburger Sub,sandwich,11.00
Dock Street,Linguica Sub,sandwich,10.50
Dock Street,Tuna Salad Sub,sandwich,9.00
Dock Street,Egg Salad Sub,sandwich,7.50
Dock Street,Turkey Sub,sandwich,9.75
Dock Street,Ham and Cheese Sub,sandwich,9.75
Edgartown Pizza,Cheese Pizza,pizza,9.95
Edgartown Pizza,White Pizza,pizza,13.95
Edgartown Pizza,BBQ Chicken Pizza,pizza,15.95
Edgartown Pizza,Pesto Pizza,pizza,13.95
Edgartown Pizza,Meat Lover's Pizza,pizza,15.95
Edgartown Pizza,Buffalo Chicken Pizza,pizza,15.95
Edgartown Pizza,Brazilian Pizza,pizza,15.95
Edgartown Pizza,Italian Sub,sandwich,10.95
Edgartown Pizza,Eggplant Parmesan Sub,sandwich,10.95
Edgartown Pizza,Meatball Sub,sandwich,10.95
Edgartown Pizza,Tuna Melt Sub,sandwich,10.95
Edgartown Pizza,Grilled Chicken Parmesan Sub,sandwich,15.00
Edgartown Pizza,Steak & Cheese Sub,sandwich,16.00
Edgartown Pizza,French Fries,fries,3.95
Edgartown Pizza,Mozzarella Sticks,apps,6.95
Edgartown Pizza,Chicken Fingers,tendys,12.95
Edgartown Pizza,Fried Chicken Wings,wings,15.00
Edgartown Pizza,House Garlic Bread,apps,11.00
Edgartown Pizza,Onion Rings,apps,5.95
Edgartown Pizza,Tossed Salad,salad,6.95
Edgartown Pizza,Greek Salad,salad,7.95
Edgartown Pizza,Caesar Salad,salad,9.95
Edgartown Pizza,Chicken Caesar Salad,salad,15.95
Edgartown Pizza,Pasta with Marinara Sauce,pasta,10.95
Edgartown Pizza,Pasta with Meatballs,pasta,14.00
Edgartown Pizza,Eggplant Parmesan Pasta,pasta,14.00
Edgartown Pizza,Grilled Chicken Parmesan Pasta,pasta,15.95
Espresso Love,The Sunrise,breakfast sandwich,6.25
Espresso Love,Mike's Breakfast,breakfast sandwich,7.25
Espresso Love,The Shiretown,breakfast sandwich,7.50
Espresso Love,Breakfast Burrito,breakfast sandwich,8.25
Espresso Love,Church Street Bagel,breakfast sandwich,8.50
Espresso Love,The Islander,breakfast sandwich,7.50
Espresso Love,The New Yorker,breakfast sandwich,11.00
Espresso Love,Healthy Wrap,breakfast sandwich,6.99
Espresso Love,Vegan Breakfast Burrito,breakfast sandwich,8.99
Espresso Love,Avocado Toast,breakfast,9.00
Espresso Love,Loaded Avocado Toast,breakfast,14.00
Espresso Love,Breakfast Bowl,salad,13.99
Espresso Love,Chicken Avo BLT,sandwich,16.00
Espresso Love,KATAMA Chicken,sandwich,16.00
Espresso Love,Turkey Club,sandwich,16.00
Espresso Love,Black Angus Burger,burger,18.00
Espresso Love,Capri Chicken,sandwich,15.00
Espresso Love,Chilmark,sandwich,16.00
Espresso Love,Chappy,sandwich,14.00
Espresso Love,Menemsha,sandwich,14.00
Espresso Love,Sweet Potato Sandwich,sandwich,14.00
Espresso Love,ATM Sandwich,sandwich,14.00
Espresso Love,Black Bean Sweet Potato Burger,burger,16.00
Espresso Love,Powerhouse Sandwich,sandwich,13.00
Espresso Love,Greek Hummus Wrap,sandwich,14.00
Espresso Love,Greek Salad,salad,11.00
Espresso Love,Chicken Cobb Salad,salad,16.00
Espresso Love,Caesar Salad,salad,10.00
Espresso Love,Kale Salad,salad,10.00
Espresso Love,Green Goddess Bowl,salad,13.00
Espresso Love,Buddha Bowl,salad,13.00
Espresso Love,Summer Bowl,salad,13.00
Espresso Love,Chicken & Rice Bowl,salad,16.00
Indigo,Samosa,apps,16
Indigo,Samosa Chaat,apps,20
Indigo,Palak Pakora,apps,19
Indigo,Pakora Chaat,apps,20
Indigo,Bhel Puri Chaat,apps,18
Indigo,Crispy Gobi,apps,20
Indigo,Chicken Pakora,apps,22
Indigo,Chilli Chicken Dry,apps,22
Indigo,Chicken Tenders,tendys,18
Indigo,Indigo's Special Wings,wings,18
Indigo,Tawa Shrimp,apps,22
Indigo,Tawa Fish,seafood,22
Indigo,Beetroot Kebab,entree,20
Indigo,Paneer Tikka,entree,25
Indigo,Tandoori Chicken Half,entree,24
Indigo,Tandoori Chicken Full,entree,30
Indigo,Chipotle Chicken Tikka,entree,28
Indigo,Chicken Seekh Kebab,entree,26
Indigo,Lamb Chops,entree,35
Indigo,Lamb Seekh Kebab,entree,30
Indigo,Beef Seekh Kebab,entree,30
Indigo,Tandoori Salmon,seafood,32
Indigo,Dal Tadka,entree,27
Indigo,Dal Fry,entree,27
Indigo,Aloo Matar,entree,29
Indigo,Channa Masala,entree,29
Indigo,Channa Tikka Masala,entree,29
Indigo,Channa Paneer Masala,entree,29
Indigo,Saag Channa,entree,29
Indigo,Paneer Butter Masala,entree,30
Indigo,Saag Paneer,entree,30
Indigo,Malai Kofta,entree,29
Indigo,Indigo's Veg Korma,entree,30
Indigo,OG Butter Chicken,entree,32
Indigo,Chicken Tikka Masala,entree,32
Indigo,Madrasi Chicken,entree,32
Indigo,Chicken Korma,entree,32
Indigo,Chilli Chicken Gravy,entree,32
Indigo,Saag Chicken,entree,32
Indigo,Chicken Vindaloo,entree,32
Indigo,Lamb Vindaloo,entree,35
Indigo,Saag Lamb,entree,35
Indigo,Lamb Tikka Masala,entree,35
Indigo,Malabar Fish Curry,seafood,32
Indigo,Goan Shrimp Curry,entree,32
Indigo,Mixed Veg Biryani,entree,26
Indigo,Nawabi Style Chicken Biryani,entree,30
Indigo,Lamb Biryani,entree,32
Indigo,Bacon Cheeseburger,burger,25
Indigo,Lamb Burger,burger,29
Indigo,Kerala Fried Chicken Sandwich,sandwich,25
Indigo,Grilled Cheese with Tomato Rasam,sandwich,23
Indigo,Spaghetti with Cherry Tomato Sauce,pasta,25
The Newes from America,Spinach Artichoke Dip,apps,18
The Newes from America,Jumbo Pretzel,apps,18
The Newes from America,Crispy Brussels Sprouts,apps,14
The Newes from America,Pub Wings,wings,18
The Newes from America,Point Judith Crispy Calamari,apps,20
The Newes from America,Crispy Fries,fries,13
The Newes from America,Crispy Onion Rings,apps,13
The Newes from America,New England Clam Chowder,chowder,14
The Newes from America,French Onion Soup,soup,14
The Newes from America,Bistro Salad,salad,16
The Newes from America,Classic Caesar Salad,salad,17
The Newes from America,Logan's Crispy Chicken Sando,sandwich,23
The Newes from America,1742 Burger,burger,25
The Newes from America,Reuben,sandwich,21
The Newes from America,Lobster Roll,lobster roll,37
The Newes from America,Fish & Chips,seafood,28
The Newes from America,Shrimp Po Boy,sandwich,22
The Newes from America,Crispy Tacos,taco,29
Square Rigger,Spinach Artichoke Dip,apps,18
Square Rigger,Jumbo Pretzel,apps,18
Square Rigger,Crispy Brussels Sprouts,apps,14
Square Rigger,Pub Wings,wings,18
Square Rigger,Point Judith Calamari,apps,20
Square Rigger,Crispy Onion Rings,apps,13
Square Rigger,French Fries,fries,13
Square Rigger,New England Clam Chowder,chowder,14
Square Rigger,French Onion Soup,soup,14
